OBJECTID,SurveyType,SpeciesName,Stage,Activity,AirTempF,Number of Individuals,SiteSubClass,Alive_Dead,Lon,Lat
765,Active,Northern Leopard Frog,Jevenile,Basking in sun on path,62,1,Other,Alive ,-75.13804908,44.59066501
766,Other,Green Frog,Adult,thermoregulating,64,1,Saddlemire Trail,Alive,-75.14003743,44.59063318
767,Active,Green Frog,Unkown,Swimming,52,1,Golf Course,Alive,-75.15423905,44.59074298
768,Active,Green Frog,Unkown,"Basking, moving, etc.",52,1,Golf Course,Alive,-75.1550549,44.59175397
769,Active,Green Frog,Unkown,Thermoregulating,52,1,Golf Course,Alive,-75.15504233,44.59172971
770,Active,Wood Frog,Adult,hiding,54,1,Kip Trail,Alive,-75.14281453,44.5848539
771,Incidental,Green Frog,Adult,Hiding ,0,1,Facilities Pond,Alive ,-75.15930139,44.58597849
772,Active,Northern Leopard Frog,Adult,Jumping into water,57,1,Saddlemire Trail,Alive,-75.15535744,44.59253367
773,Active,Bullfrog,Adult,swimming,49,1,Avenue of the Elms,Alive,-75.15012179,44.59323598
774,Active,Green Frog,Unkown,Thermoregulating,49,2,Avenue of the Elms,Alive,-75.15011395,44.59333693
775,Active,Unidentified Species,,Jumped into water,49,2,Avenue of the Elms,Alive,-75.15010163,44.59335899
776,Active,Bullfrog,Adult,"Basking, moving, etc.",64,1,Avenue of the Elms,Alive ,-75.15025346,44.59326318
